"Scenario","Region","Variable","Year","Value"
"Canada Net-zero","Quebec","Refined Petroleum Products","2022","712.091600"
"Canada Net-zero","Quebec","Refined Petroleum Products","2023","706.410700"
"Canada Net-zero","Quebec","Refined Petroleum Products","2024","688.664700"
"Canada Net-zero","Quebec","Refined Petroleum Products","2025","667.493500"
"Canada Net-zero","Quebec","Refined Petroleum Products","2026","646.840700"
"Canada Net-zero","Quebec","Refined Petroleum Products","2027","629.096600"
"Canada Net-zero","Quebec","Refined Petroleum Products","2028","607.721200"
"Canada Net-zero","Quebec","Refined Petroleum Products","2029","586.627000"
"Canada Net-zero","Quebec","Refined Petroleum Products","2030","563.576100"
"Canada Net-zero","Quebec","Refined Petroleum Products","2031","543.127000"
"Canada Net-zero","Quebec","Refined Petroleum Products","2032","522.286000"
"Canada Net-zero","Quebec","Refined Petroleum Products","2033","500.483900"
"Canada Net-zero","Quebec","Refined Petroleum Products","2034","480.839100"
"Canada Net-zero","Quebec","Refined Petroleum Products","2035","463.242400"
"Canada Net-zero","Quebec","Refined Petroleum Products","2036","442.894700"
"Canada Net-zero","Quebec","Refined Petroleum Products","2037","422.036000"
"Canada Net-zero","Quebec","Refined Petroleum Products","2038","400.358500"
"Canada Net-zero","Quebec","Refined Petroleum Products","2039","378.837000"
"Canada Net-zero","Quebec","Refined Petroleum Products","2040","358.816200"
"Canada Net-zero","Quebec","Refined Petroleum Products","2041","339.141800"
"Canada Net-zero","Quebec","Refined Petroleum Products","2042","320.804300"
"Canada Net-zero","Quebec","Refined Petroleum Products","2043","303.189000"
"Canada Net-zero","Quebec","Refined Petroleum Products","2044","286.637400"
"Canada Net-zero","Quebec","Refined Petroleum Products","2045","271.021500"
"Canada Net-zero","Quebec","Refined Petroleum Products","2046","256.370200"
"Canada Net-zero","Quebec","Refined Petroleum Products","2047","242.818600"
"Canada Net-zero","Quebec","Refined Petroleum Products","2048","230.180700"
"Canada Net-zero","Quebec","Refined Petroleum Products","2049","218.255700"
"Canada Net-zero","Quebec","Refined Petroleum Products","2050","207.357100"
"Canada Net-zero","Quebec","Total","2005","1836.134500"
"Canada Net-zero","Quebec","Total","2006","1821.475400"
"Canada Net-zero","Quebec","Total","2007","1920.359500"
"Canada Net-zero","Quebec","Total","2008","1901.030400"
"Canada Net-zero","Quebec","Total","2009","1881.916100"
"Canada Net-zero","Quebec","Total","2010","1791.616700"
"Canada Net-zero","Quebec","Total","2011","1871.020100"
"Canada Net-zero","Quebec","Total","2012","1848.750700"
"Canada Net-zero","Quebec","Total","2013","1889.306700"
"Canada Net-zero","Quebec","Total","2014","1852.075900"
"Canada Net-zero","Quebec","Total","2015","1879.500200"
"Canada Net-zero","Quebec","Total","2016","1873.356700"
"Canada Net-zero","Quebec","Total","2017","1927.691700"
"Canada Net-zero","Quebec","Total","2018","1942.940600"
"Canada Net-zero","Quebec","Total","2019","1974.601700"
"Canada Net-zero","Quebec","Total","2020","1776.549800"
"Canada Net-zero","Quebec","Total","2021","1856.163000"
"Canada Net-zero","Quebec","Total","2022","1916.699600"
"Canada Net-zero","Quebec","Total","2023","1829.637500"
"Canada Net-zero","Quebec","Total","2024","1852.289800"
"Canada Net-zero","Quebec","Total","2025","1819.238200"
"Canada Net-zero","Quebec","Total","2026","1796.128500"
"Canada Net-zero","Quebec","Total","2027","1778.032100"
"Canada Net-zero","Quebec","Total","2028","1758.801600"
"Canada Net-zero","Quebec","Total","2029","1757.466000"
"Canada Net-zero","Quebec","Total","2030","1742.107200"
"Canada Net-zero","Quebec","Total","2031","1729.821300"
"Canada Net-zero","Quebec","Total","2032","1694.450100"
"Canada Net-zero","Quebec","Total","2033","1685.609600"
"Canada Net-zero","Quebec","Total","2034","1656.311200"
"Canada Net-zero","Quebec","Total","2035","1621.366700"
"Canada Net-zero","Quebec","Total","2036","1597.058100"
"Canada Net-zero","Quebec","Total","2037","1583.186400"
"Canada Net-zero","Quebec","Total","2038","1566.956300"
"Canada Net-zero","Quebec","Total","2039","1553.615800"
"Canada Net-zero","Quebec","Total","2040","1552.628900"
"Canada Net-zero","Quebec","Total","2041","1561.312800"
"Canada Net-zero","Quebec","Total","2042","1549.004700"
"Canada Net-zero","Quebec","Total","2043","1550.399700"
"Canada Net-zero","Quebec","Total","2044","1556.127400"
"Canada Net-zero","Quebec","Total","2045","1557.386100"
"Canada Net-zero","Quebec","Total","2046","1527.296700"
"Canada Net-zero","Quebec","Total","2047","1524.750300"
"Canada Net-zero","Quebec","Total","2048","1522.702000"
"Canada Net-zero","Quebec","Total","2049","1519.292800"
"Canada Net-zero","Quebec","Total","2050","1528.775300"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2005","148.554800"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2006","144.564900"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2007","154.918000"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2008","158.099700"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2009","161.785400"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2010","151.800000"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2011","147.914200"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2012","146.831700"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2013","151.307900"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2014","128.270600"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2015","131.416200"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2016","130.718100"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2017","129.875000"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2018","112.170000"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2019","108.798000"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2020","86.907000"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2021","105.802000"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2022","93.698000"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2023","87.078000"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2024","80.728000"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2025","80.713400"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2026","80.703700"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2027","80.697700"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2028","80.694800"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2029","80.692800"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2030","68.458800"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2031","7.301100"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2032","7.696500"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2033","7.720500"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2034","7.646300"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2035","7.480000"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2036","7.490000"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2037","7.400000"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2038","7.404000"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2039","7.432000"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2040","7.432000"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2041","7.402000"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2042","7.347000"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2043","7.396000"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2044","7.409000"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2045","7.547000"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2046","7.565000"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2047","7.502000"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2048","7.521000"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2049","7.442000"
"Canada Net-zero","Saskatchewan","Coal, Coke and Coke Oven Gas","2050","7.423000"
"Canada Net-zero","Saskatchewan","Hydro","2005","16.462800"
"Canada Net-zero","Saskatchewan","Hydro","2006","14.515200"
"Canada Net-zero","Saskatchewan","Hydro","2007","15.814800"
"Canada Net-zero","Saskatchewan","Hydro","2008","14.508000"
"Canada Net-zero","Saskatchewan","Hydro","2009","10.663200"
"Canada Net-zero","Saskatchewan","Hydro","2010","13.917800"
"Canada Net-zero","Saskatchewan","Hydro","2011","16.708200"
"Canada Net-zero","Saskatchewan","Hydro","2012","15.265400"
"Canada Net-zero","Saskatchewan","Hydro","2013","16.015700"
"Canada Net-zero","Saskatchewan","Hydro","2014","16.941900"
"Canada Net-zero","Saskatchewan","Hydro","2015","12.332200"
"Canada Net-zero","Saskatchewan","Hydro","2016","11.825200"
"Canada Net-zero","Saskatchewan","Hydro","2017","13.877100"
"Canada Net-zero","Saskatchewan","Hydro","2018","12.928400"
"Canada Net-zero","Saskatchewan","Hydro","2019","13.198000"
"Canada Net-zero","Saskatchewan","Hydro","2020","15.923700"
"Canada Net-zero","Saskatchewan","Hydro","2021","10.736700"
"Canada Net-zero","Saskatchewan","Hydro","2022","11.894500"
"Canada Net-zero","Saskatchewan","Hydro","2023","9.973100"
"Canada Net-zero","Saskatchewan","Hydro","2024","8.682400"
"Canada Net-zero","Saskatchewan","Hydro","2025","8.474000"
"Canada Net-zero","Saskatchewan","Hydro","2026","8.658500"
"Canada Net-zero","Saskatchewan","Hydro","2027","9.437500"
"Canada Net-zero","Saskatchewan","Hydro","2028","9.881700"
"Canada Net-zero","Saskatchewan","Hydro","2029","9.970300"
"Canada Net-zero","Saskatchewan","Hydro","2030","12.369900"
"Canada Net-zero","Saskatchewan","Hydro","2031","13.165600"
"Canada Net-zero","Saskatchewan","Hydro","2032","12.966800"
"Canada Net-zero","Saskatchewan","Hydro","2033","13.200900"
"Canada Net-zero","Saskatchewan","Hydro","2034","13.146400"
"Canada Net-zero","Saskatchewan","Hydro","2035","13.098100"
"Canada Net-zero","Saskatchewan","Hydro","2036","12.948800"
"Canada Net-zero","Saskatchewan","Hydro","2037","13.103000"
"Canada Net-zero","Saskatchewan","Hydro","2038","13.128900"
"Canada Net-zero","Saskatchewan","Hydro","2039","13.063200"
"Canada Net-zero","Saskatchewan","Hydro","2040","13.045900"
"Canada Net-zero","Saskatchewan","Hydro","2041","13.139000"
"Canada Net-zero","Saskatchewan","Hydro","2042","13.160600"
"Canada Net-zero","Saskatchewan","Hydro","2043","13.161200"
"Canada Net-zero","Saskatchewan","Hydro","2044","12.975900"
"Canada Net-zero","Saskatchewan","Hydro","2045","12.982900"
"Canada Net-zero","Saskatchewan","Hydro","2046","13.046600"
"Canada Net-zero","Saskatchewan","Hydro","2047","12.982900"
"Canada Net-zero","Saskatchewan","Hydro","2048","13.036500"
"Canada Net-zero","Saskatchewan","Hydro","2049","12.991500"
"Canada Net-zero","Saskatchewan","Hydro","2050","12.984200"
"Canada Net-zero","Saskatchewan","Natural Gas","2005","274.701200"
"Canada Net-zero","Saskatchewan","Natural Gas","2006","276.952600"
"Canada Net-zero","Saskatchewan","Natural Gas","2007","296.556700"
"Canada Net-zero","Saskatchewan","Natural Gas","2008","322.008100"
"Canada Net-zero","Saskatchewan","Natural Gas","2009","308.772900"
"Canada Net-zero","Saskatchewan","Natural Gas","2010","301.308400"
"Canada Net-zero","Saskatchewan","Natural Gas","2011","316.771300"
"Canada Net-zero","Saskatchewan","Natural Gas","2012","322.306900"
"Canada Net-zero","Saskatchewan","Natural Gas","2013","346.987200"
"Canada Net-zero","Saskatchewan","Natural Gas","2014","376.977900"
"Canada Net-zero","Saskatchewan","Natural Gas","2015","371.046800"
"Canada Net-zero","Saskatchewan","Natural Gas","2016","351.832700"
"Canada Net-zero","Saskatchewan","Natural Gas","2017","367.562600"
"Canada Net-zero","Saskatchewan","Natural Gas","2018","389.011400"
"Canada Net-zero","Saskatchewan","Natural Gas","2019","390.064000"
"Canada Net-zero","Saskatchewan","Natural Gas","2020","387.587000"
"Canada Net-zero","Saskatchewan","Natural Gas","2021","405.850700"
"Canada Net-zero","Saskatchewan","Natural Gas","2022","417.651200"
"Canada Net-zero","Saskatchewan","Natural Gas","2023","409.492700"
"Canada Net-zero","Saskatchewan","Natural Gas","2024","393.423400"
"Canada Net-zero","Saskatchewan","Natural Gas","2025","389.139800"
"Canada Net-zero","Saskatchewan","Natural Gas","2026","390.441700"
"Canada Net-zero","Saskatchewan","Natural Gas","2027","385.418800"
"Canada Net-zero","Saskatchewan","Natural Gas","2028","385.567000"
"Canada Net-zero","Saskatchewan","Natural Gas","2029","385.013400"
"Canada Net-zero","Saskatchewan","Natural Gas","2030","385.248200"
"Canada Net-zero","Saskatchewan","Natural Gas","2031","386.941100"
"Canada Net-zero","Saskatchewan","Natural Gas","2032","382.495200"
"Canada Net-zero","Saskatchewan","Natural Gas","2033","375.456600"
"Canada Net-zero","Saskatchewan","Natural Gas","2034","371.403100"
"Canada Net-zero","Saskatchewan","Natural Gas","2035","355.207700"
"Canada Net-zero","Saskatchewan","Natural Gas","2036","353.285700"
"Canada Net-zero","Saskatchewan","Natural Gas","2037","343.873700"
"Canada Net-zero","Saskatchewan","Natural Gas","2038","344.911700"
"Canada Net-zero","Saskatchewan","Natural Gas","2039","341.770600"
"Canada Net-zero","Saskatchewan","Natural Gas","2040","337.970800"
"Canada Net-zero","Saskatchewan","Natural Gas","2041","335.415100"
"Canada Net-zero","Saskatchewan","Natural Gas","2042","334.782000"
"Canada Net-zero","Saskatchewan","Natural Gas","2043","331.535900"
"Canada Net-zero","Saskatchewan","Natural Gas","2044","338.141800"
"Canada Net-zero","Saskatchewan","Natural Gas","2045","337.522400"
"Canada Net-zero","Saskatchewan","Natural Gas","2046","341.263400"
"Canada Net-zero","Saskatchewan","Natural Gas","2047","342.144800"
"Canada Net-zero","Saskatchewan","Natural Gas","2048","342.483200"
"Canada Net-zero","Saskatchewan","Natural Gas","2049","347.911500"
"Canada Net-zero","Saskatchewan","Natural Gas","2050","351.399100"
"Canada Net-zero","Saskatchewan","Nuclear","2005","0.000000"
"Canada Net-zero","Saskatchewan","Nuclear","2006","0.000000"
"Canada Net-zero","Saskatchewan","Nuclear","2007","0.000000"
"Canada Net-zero","Saskatchewan","Nuclear","2008","0.000000"
"Canada Net-zero","Saskatchewan","Nuclear","2009","0.000000"
"Canada Net-zero","Saskatchewan","Nuclear","2010","0.000000"
"Canada Net-zero","Saskatchewan","Nuclear","2011","0.000000"
"Canada Net-zero","Saskatchewan","Nuclear","2012","0.000000"
"Canada Net-zero","Saskatchewan","Nuclear","2013","0.000000"
"Canada Net-zero","Saskatchewan","Nuclear","2014","0.000000"
"Canada Net-zero","Saskatchewan","Nuclear","2015","0.000000"
"Canada Net-zero","Saskatchewan","Nuclear","2016","0.000000"
"Canada Net-zero","Saskatchewan","Nuclear","2017","0.000000"
"Canada Net-zero","Saskatchewan","Nuclear","2018","0.000000"
"Canada Net-zero","Saskatchewan","Nuclear","2019","0.000000"
"Canada Net-zero","Saskatchewan","Nuclear","2020","0.000000"
"Canada Net-zero","Saskatchewan","Nuclear","2021","0.000000"
"Canada Net-zero","Saskatchewan","Nuclear","2022","0.000000"
"Canada Net-zero","Saskatchewan","Nuclear","2023","0.000000"
"Canada Net-zero","Saskatchewan","Nuclear","2024","0.000000"
"Canada Net-zero","Saskatchewan","Nuclear","2025","0.000000"
"Canada Net-zero","Saskatchewan","Nuclear","2026","0.000000"
"Canada Net-zero","Saskatchewan","Nuclear","2027","0.000000"
"Canada Net-zero","Saskatchewan","Nuclear","2028","0.000000"
"Canada Net-zero","Saskatchewan","Nuclear","2029","0.000000"
"Canada Net-zero","Saskatchewan","Nuclear","2030","0.000000"
"Canada Net-zero","Saskatchewan","Nuclear","2031","0.000000"
"Canada Net-zero","Saskatchewan","Nuclear","2032","0.000000"
"Canada Net-zero","Saskatchewan","Nuclear","2033","0.000000"
"Canada Net-zero","Saskatchewan","Nuclear","2034","0.000000"
"Canada Net-zero","Saskatchewan","Nuclear","2035","25.714000"
"Canada Net-zero","Saskatchewan","Nuclear","2036","25.454000"
"Canada Net-zero","Saskatchewan","Nuclear","2037","24.406000"
"Canada Net-zero","Saskatchewan","Nuclear","2038","23.997000"
"Canada Net-zero","Saskatchewan","Nuclear","2039","23.348000"
"Canada Net-zero","Saskatchewan","Nuclear","2040","46.516000"
"Canada Net-zero","Saskatchewan","Nuclear","2041","46.483000"
"Canada Net-zero","Saskatchewan","Nuclear","2042","45.856000"
"Canada Net-zero","Saskatchewan","Nuclear","2043","44.118000"
"Canada Net-zero","Saskatchewan","Nuclear","2044","42.223000"
"Canada Net-zero","Saskatchewan","Nuclear","2045","40.557000"
"Canada Net-zero","Saskatchewan","Nuclear","2046","39.214000"
"Canada Net-zero","Saskatchewan","Nuclear","2047","37.425000"
"Canada Net-zero","Saskatchewan","Nuclear","2048","35.660000"
"Canada Net-zero","Saskatchewan","Nuclear","2049","32.423000"
"Canada Net-zero","Saskatchewan","Nuclear","2050","31.729000"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2005","2.676900"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2006","6.116800"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2007","7.656300"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2008","6.932200"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2009","7.123100"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2010","7.906100"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2011","7.787500"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2012","17.192000"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2013","19.960100"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2014","15.653200"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2015","14.508700"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2016","14.987200"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2017","17.260200"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2018","15.858300"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2019","15.242000"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2020","13.157300"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2021","13.502600"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2022","16.938800"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2023","18.513000"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2024","14.751900"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2025","18.985700"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2026","21.192100"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2027","21.210700"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2028","23.641200"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2029","24.552700"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2030","31.931400"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2031","48.672600"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2032","59.210700"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2033","69.042900"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2034","78.824200"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2035","88.833500"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2036","98.387700"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2037","118.245400"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2038","126.080100"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2039","135.015900"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2040","146.104600"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2041","158.118300"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2042","169.727300"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2043","180.993800"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2044","201.147600"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2045","212.084700"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2046","223.060000"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2047","243.273000"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2048","250.551900"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2049","263.189800"
"Canada Net-zero","Saskatchewan","Other Renewables and Landfill Gas","2050","292.945600"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2005","201.464700"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2006","209.770000"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2007","224.703600"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2008","213.192700"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2009","217.272000"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2010","232.288200"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2011","241.701400"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2012","240.858300"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2013","281.124000"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2014","262.755300"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2015","273.594900"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2016","266.948900"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2017","276.856000"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2018","283.453700"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2019","275.165400"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2020","252.550400"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2021","261.126100"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2022","248.195700"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2023","253.109400"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2024","264.224400"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2025","260.570800"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2026","264.228500"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2027","265.951300"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2028","265.120100"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2029","263.260300"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2030","258.496500"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2031","250.237100"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2032","240.298000"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2033","230.768300"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2034","221.521200"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2035","211.924200"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2036","201.820200"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2037","191.586300"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2038","181.139200"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2039","170.883800"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2040","161.122700"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2041","151.543100"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2042","142.744500"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2043","134.415400"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2044","126.601600"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2045","119.475800"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2046","112.889400"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2047","106.915200"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2048","101.486200"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2049","96.511200"
"Canada Net-zero","Saskatchewan","Refined Petroleum Products","2050","91.938500"
"Canada Net-zero","Saskatchewan","Total","2005","643.860400"
"Canada Net-zero","Saskatchewan","Total","2006","651.919500"
"Canada Net-zero","Saskatchewan","Total","2007","699.649400"
"Canada Net-zero","Saskatchewan","Total","2008","714.740700"
"Canada Net-zero","Saskatchewan","Total","2009","705.616600"
"Canada Net-zero","Saskatchewan","Total","2010","707.220500"
"Canada Net-zero","Saskatchewan","Total","2011","730.882600"
"Canada Net-zero","Saskatchewan","Total","2012","742.454300"
"Canada Net-zero","Saskatchewan","Total","2013","815.394900"
"Canada Net-zero","Saskatchewan","Total","2014","800.598900"
"Canada Net-zero","Saskatchewan","Total","2015","802.898800"
"Canada Net-zero","Saskatchewan","Total","2016","776.312100"
"Canada Net-zero","Saskatchewan","Total","2017","805.430900"
"Canada Net-zero","Saskatchewan","Total","2018","813.421800"
"Canada Net-zero","Saskatchewan","Total","2019","802.467400"
"Canada Net-zero","Saskatchewan","Total","2020","756.125400"
"Canada Net-zero","Saskatchewan","Total","2021","797.018100"
"Canada Net-zero","Saskatchewan","Total","2022","788.378200"
"Canada Net-zero","Saskatchewan","Total","2023","778.166200"
"Canada Net-zero","Saskatchewan","Total","2024","761.810100"
"Canada Net-zero","Saskatchewan","Total","2025","757.883700"
"Canada Net-zero","Saskatchewan","Total","2026","765.224500"
"Canada Net-zero","Saskatchewan","Total","2027","762.716000"
"Canada Net-zero","Saskatchewan","Total","2028","764.904800"
"Canada Net-zero","Saskatchewan","Total","2029","763.489500"
"Canada Net-zero","Saskatchewan","Total","2030","756.504800"
"Canada Net-zero","Saskatchewan","Total","2031","706.317500"
"Canada Net-zero","Saskatchewan","Total","2032","702.667200"
"Canada Net-zero","Saskatchewan","Total","2033","696.189200"
"Canada Net-zero","Saskatchewan","Total","2034","692.541200"
"Canada Net-zero","Saskatchewan","Total","2035","702.257500"
"Canada Net-zero","Saskatchewan","Total","2036","699.386400"
"Canada Net-zero","Saskatchewan","Total","2037","698.614400"
"Canada Net-zero","Saskatchewan","Total","2038","696.660900"
"Canada Net-zero","Saskatchewan","Total","2039","691.513500"
"Canada Net-zero","Saskatchewan","Total","2040","712.192000"
"Canada Net-zero","Saskatchewan","Total","2041","712.100500"
"Canada Net-zero","Saskatchewan","Total","2042","713.617400"
"Canada Net-zero","Saskatchewan","Total","2043","711.620300"
"Canada Net-zero","Saskatchewan","Total","2044","728.498900"
"Canada Net-zero","Saskatchewan","Total","2045","730.169800"
"Canada Net-zero","Saskatchewan","Total","2046","737.038400"
"Canada Net-zero","Saskatchewan","Total","2047","750.242900"
"Canada Net-zero","Saskatchewan","Total","2048","750.738800"
"Canada Net-zero","Saskatchewan","Total","2049","760.469000"
